seq_num, beacon_timestamp, beacon_interval (us), timestamp_deviation (us)
3313,60990771591,102305,95
3314,60990932395,160804,-58404
3315,60990976391,43996,58404
3319,60991181371,102565,-165
3327,60991795605,102407,-7
3328,60991899912,104307,-1907
3329,60992000411,100499,1901
3330,60992102791,102380,20
3333,60992307610,102419,-19
3334,60992410000,102390,10
3350,60992921991,87658,14742
3355,60993229191,101687,713
3356,60993340618,111427,-9027
3357,60993433991,93373,9027
3358,60993549989,115998,-13598
3359,60993638811,88822,13578
3360,60993741191,102380,20
3361,60993843604,102413,-13
3362,60993945997,102393,7
3363,60994048391,102394,6
3364,60994150792,102401,-1
3365,60994253191,102399,1
3368,60994560394,102388,12
3369,60994662791,102397,3
3370,60994765191,102400,0
3371,60994867593,102402,-2
3372,60994970004,102411,-11
3373,60995072408,102404,-4
3374,60995174816,102408,-8
3375,60995277212,102396,4
3376,60995379591,102379,21
3377,60995510550,130959,-28559
3378,60995584391,73841,28559
3385,60995891614,102407,-7
3393,60996096399,102409,-9
3394,60996198807,102408,-8
3395,60996301216,102409,-9
3396,60996403608,102392,8
3399,60996609035,103023,-623
3400,60996711846,102811,-411
3408,60997120391,89312,13088
3409,60997222805,102414,-14
3410,60997325191,102386,14
3411,60997427613,102422,-22
3412,60997530001,102388,12
3413,60997632408,102407,-7
3414,60997734796,102388,12
3415,60997837214,102418,-18
3416,60997939607,102393,7
3417,60998049844,110237,-7837
3423,60998455117,103850,-1450
3424,60998553991,98874,3526
3425,60998661438,107447,-5047
3426,60998758801,97363,5037
3427,60998866527,107726,-5326
3428,60998989880,123353,-20953
3429,60999066016,76136,26264
3430,60999168405,102389,11
3431,60999270814,102409,-9
3432,60999373199,102385,15
3433,60999475612,102413,-13
3434,60999578002,102390,10
3435,60999680414,102412,-12
3436,60999782808,102394,6
3437,60999885193,102385,15
3438,60999987606,102413,-13
3439,61000090606,103000,-600
3440,61000192416,101810,590
3443,61000397191,102391,9
3444,61000517012,119821,-17421
3445,61000601991,84979,17421
3446,61000711045,109054,-6654
3452,61000909199,102398,2
3460,61001217328,98331,4069
3461,61001318791,101463,937
3462,61001421212,102421,-21
3468,61001728391,102378,22
3471,61001933193,102394,6
3472,61002035590,102397,3
3473,61002137998,102408,-8
3474,61002246055,108057,-5657
3475,61002342807,96752,5648
3476,61002445191,102384,16
3477,61002547611,102420,-20
3478,61002650001,102390,10
3479,61002752391,102390,10
3480,61002854801,102410,-10
3481,61002957191,102390,10
3482,61003059606,102415,-15
3483,61003164351,104745,-2345
3484,61003264391,100040,2360
3489,61003469217,99998,2402
3490,61003571608,102391,9
3491,61003674001,102393,7
3492,61003776391,102390,10
3493,61003878791,102400,0
3494,61003981191,102400,0
3495,61004083595,102404,-4
3496,61004205347,121752,-19352
3497,61004288415,83068,19332
3498,61004390792,102377,23
3499,61004499219,108427,-6027
3500,61004595599,96380,6020
3501,61004697996,102397,3
3502,61004800402,102406,-6
3503,61004902809,102407,-7
3506,61005210368,102777,-377
3507,61005312414,102046,354
3508,61005414802,102388,12
3512,61005722008,100951,1449
3513,61005824408,102400,0
3514,61005926798,102390,10
3515,61006036334,109536,-7136
3528,61006438797,102394,6
3533,61006749771,106157,-3757
3534,61006848394,98623,3777
3535,61006950793,102399,1
3536,61007053198,102405,-5
3544,61007462791,102400,0
3545,61007570346,107555,-5155
3546,61007672652,102306,94
3547,61007769997,97345,5055
3548,61007874395,104398,-1998
3549,61007974791,100396,2004
3550,61008077191,102400,0
3551,61008179591,102400,0
3552,61008282014,102423,-23
3553,61008412975,130961,-28561
3554,61008486791,73816,28584
3555,61008589196,102405,-5
3556,61008716456,127260,-24860
3557,61008794007,77551,24849
3563,61009101203,96260,6140
3564,61009203606,102403,-3
3565,61009306017,102411,-11
3566,61009408408,102391,9
3567,61009535824,127416,-25016
3568,61009613210,77386,25014
3569,61009715603,102393,7
3570,61009818009,102406,-6
3571,61009920404,102395,5
3572,61010022810,102406,-6
3575,61010237273,111196,-8796
3576,61010329993,92720,9680
3577,61010534794,204801,-102401
3578,61010637200,102406,-6
3579,61010739593,102393,7
3580,61010841998,102405,-5
3581,61010944393,102395,5
3582,61011046817,102424,-24
3583,61011149198,102381,19
3584,61011251612,102414,-14
3585,61011354001,102389,11
3592,61011661191,101364,1036
3598,61011866017,102426,-26
3599,61011968410,102393,7
3602,61012173205,83402,18998
3603,61012275595,102390,10
3604,61012378250,102655,-255
3608,61012582809,64509,37891
3611,61012787609,102405,-5
3612,61012890013,102404,-4
3613,61012992409,102396,4
3624,61013504400,92519,9881
3625,61013606791,102391,9
3626,61013709195,102404,-4
3627,61013811612,102417,-17
3632,61014221211,77390,25010
3633,61014323616,102405,-5
3634,61014425998,102382,18
3635,61014528408,102410,-10
3638,61014735475,84614,17786
3641,61014937997,99414,2986
3642,61015040417,102420,-20
3643,61015142797,102380,20
3644,61015245191,102394,6
3645,61015347613,102422,-22
3646,61015450008,102395,5
3647,61015552416,102408,-8
3648,61015654794,102378,22
3649,61015757207,102413,-13
3650,61015865361,108154,-5754
3651,61015961995,96634,5766
3652,61016064391,102396,4
3653,61016166801,102410,-10
3654,61016269212,102411,-11
3655,61016382796,113584,-11184
3656,61016576412,193616,-91216
3657,61016678791,102379,21
3658,61016788165,109374,-6974
3659,61016888711,100546,1854
3682,61017805215,102424,-24
3683,61017907599,102384,16
3684,61018010003,102404,-4
3685,61018112417,102414,-14
3686,61018214791,102374,26
3687,61018351464,136673,-34273
3690,61018522006,101392,1008
3691,61018624391,102385,15
3698,61018931608,99679,2721
3699,61019034176,102568,-168
3700,61019146612,112436,-10036
3704,61019341538,75133,27267
3705,61019443591,102053,347
3708,61019750817,102426,-26
3709,61019853206,102389,11
3717,61020263253,102855,-455
3718,61020366172,102919,-519
3719,61020569991,203819,-101419
3720,61020672399,102408,-8
3721,61020781622,109223,-6823
3722,61020877204,95582,6818
3723,61020979600,102396,4
3724,61021081992,102392,8
3725,61021184393,102401,-1
3728,61021389200,94255,8145
3729,61021491615,102415,-15
3730,61021601871,110256,-7856
3731,61021696391,94520,7880
3732,61021798804,102413,-13
3733,61021901191,102387,13
3734,61022003609,102418,-18
3735,61022105991,102382,18
3736,61022208394,102403,-3
3737,61022315316,106922,-4522
3745,61022618004,74041,28359
3746,61022720391,102387,13
3760,61023027603,102390,10
3761,61023129991,102388,12
3762,61023294492,164501,-62101
3763,61023334795,40303,62097
3770,61023641992,102377,23
3773,61023847790,101581,819
3774,61023949202,101412,988
3775,61024051597,102395,5
3776,61024153991,102394,6
3777,61024256393,102402,-2
3778,61024358791,102398,2
3779,61024461197,102406,-6
3780,61024563591,102394,6
3781,61024665991,102400,0
3782,61024768409,102418,-18
3783,61024870794,102385,15
3784,61024973191,102397,3
3785,61025075613,102422,-22
3791,61025382798,101371,1029
3792,61025516055,133257,-30857
3793,61025587592,71537,30863
3794,61025690006,102414,-14
3795,61025792391,102385,15
3796,61025922170,129779,-27379
3797,61025997191,75021,27379
3798,61026099601,102410,-10
3799,61026201991,102390,10
3800,61026304417,102426,-26
3801,61026421882,117465,-15065
3802,61026517287,95405,6995
3803,61026611593,94306,8094
3804,61026714005,102412,-12
3805,61026816393,102388,12
3806,61026920767,104374,-1974
3807,61027021191,100424,1976
3808,61027123592,102401,-1
3809,61027225998,102406,-6
3810,61027329615,103617,-1217
3813,61027533196,102382,18
3814,61027635600,102404,-4
3815,61027738007,102407,-7
3827,61028147591,99838,2562
3828,61028249991,102400,0
3829,61028352415,102424,-24
3830,61028454795,102380,20
3839,61028966799,102395,5
3840,61029069206,102407,-7
3841,61029192334,123128,-20728
3842,61029279233,86899,15501
3852,61029786002,101747,653
3853,61029888391,102389,11
3854,61029990793,102402,-2
3855,61030093191,102398,2
3856,61030195595,102404,-4
3860,61030400415,102413,-13
3867,61030809999,102408,-8
3868,61030912764,102765,-365
3871,61031145571,128532,-26132
3878,61031526801,102410,-10
3879,61031673942,147141,-44741
3880,61031731608,57666,44734
3881,61031833997,102389,11
3882,61031936406,102409,-9
3883,61032038792,102386,14
3884,61032141209,102417,-17
3887,61032448391,100108,2292
3888,61032550796,102405,-5
3889,61032661805,111009,-8609
3890,61032755600,93795,8605
3893,61032960405,102405,-5
3894,61033062791,102386,14
3895,61033174353,111562,-9162
3896,61033268940,94587,7813
3897,61033370010,101070,1330
3898,61033513951,143941,-41541
3919,61034354241,165043,-62643
3920,61034396683,42442,59958
3925,61034701211,102174,226
3930,61035042261,136270,-33870
3931,61035110836,68575,33825
3932,61035213211,102375,25
3933,61035315609,102398,2
3934,61035429799,114190,-11790
3935,61035520406,90607,11793
3936,61035622800,102394,6
3937,61035725213,102413,-13
3938,61035827602,102389,11
3941,61036032391,102395,5
3953,61036570950,128935,-26535
3954,61036646811,75861,26539
3959,61036987565,135395,-32995
3964,61037261191,102383,17
3965,61037363608,102417,-17
3966,61037466013,102405,-5
3967,61037568411,102398,2
3971,61037875607,102389,11
3972,61037977997,102390,10
3973,61038080397,102400,0
3974,61038182813,102416,-16
3975,61038285204,102391,9
3976,61038387591,102387,13
3977,61038519599,132008,-29608
3978,61038592391,72792,29608
3979,61038694791,102400,0
3987,61039028198,101980,420
3993,61039206804,100563,1837
3996,61039411782,100675,1725
3999,61039617603,103612,-1212
4000,61039718791,101188,1212
4006,61040025993,95651,6749
4007,61040128782,102789,-389
4008,61040230793,102011,389
4009,61040333202,102409,-9
4010,61040435591,102389,11
4011,61040538000,102409,-9
4012,61040645267,107267,-4867
4013,61040742955,97688,4712
4014,61040845199,102244,156
4019,61041152416,102418,-18
4020,61041254791,102375,25
4021,61041357215,102424,-24
4024,61041561993,101697,703
4027,61041869204,102407,-7
4028,61041971600,102396,4
4029,61042073995,102395,5
4030,61042176415,102420,-20
4031,61042278794,102379,21
4032,61042381201,102407,-7
4033,61042483617,102416,-16
4034,61042613824,130207,-27807
4035,61042728683,114859,-12459
4036,61042790791,62108,40292
4037,61042893191,102400,0
4038,61042995607,102416,-16
4039,61043097995,102388,12
4042,61043406240,102573,-173
4043,61043507598,101358,1042
4044,61043610011,102413,-13
4045,61043712391,102380,20
4046,61043814796,102405,-5
4047,61043917204,102408,-8
4059,61044429191,102400,0
4060,61044531591,102400,0
4061,61044634009,102418,-18
4065,61044841532,105096,-2696
4066,61044941193,99661,2739
587,61096963559,105568,-3168
590,61097267591,82066,20334
591,61097370016,102425,-25
592,61097472414,102398,2
607,61098291604,102405,-5
608,61098404049,112445,-10045
609,61098496876,92827,9573
610,61098598800,101924,476
611,61098701194,102394,6
612,61098803597,102403,-3
613,61098905991,102394,6
614,61099008391,102400,0
615,61099110797,102406,-6
616,61099213191,102394,6
617,61099315591,102400,0
618,61099419942,104351,-1951
619,61099520408,100466,1934
620,61099622817,102409,-9
621,61099725211,102394,6
622,61099827611,102400,0
623,61099929991,102380,20
624,61100032412,102421,-21
625,61100134796,102384,16
626,61100237210,102414,-14
627,61100339885,102675,-275
628,61100443754,103869,-1469
629,61100604456,160702,-58302
630,61100647736,43280,59120
631,61100749209,101473,927
632,61100851936,102727,-327
636,61101056409,102011,389
639,61101261209,102409,-9
640,61101363617,102408,-8
645,61101875591,100288,2112
646,61101978017,102426,-26
647,61102080403,102386,14
648,61102182791,102388,12
649,61102285205,102414,-14
650,61102387592,102387,13
651,61102519599,132007,-29607
652,61102592391,72792,29608
653,61102694804,102413,-13
654,61102797207,102403,-3
655,61102899594,102387,13
656,61103002016,102422,-22
657,61103104398,102382,18
658,61103206806,102408,-8
659,61103309194,102388,12
660,61103411608,102414,-14
661,61103515246,103638,-1238
662,61103616414,101168,1232
663,61103718803,102389,11
666,61103923591,102180,220
667,61104026015,102424,-24
668,61104128391,102376,24
669,61104230806,102415,-15
670,61104333214,102408,-8
671,61104435611,102397,3
674,61104641568,94108,8292
675,61104744956,103388,-988
676,61104845191,100235,2165
677,61104947591,102400,0
678,61105050013,102422,-22
679,61105152391,102378,22
680,61105254791,102400,0
681,61105357199,102408,-8
684,61105561996,102406,-6
685,61105664396,102400,0
686,61105766797,102401,-1
687,61105869202,102405,-5
688,61105983268,114066,-11666
689,61106074012,90744,11656
690,61106176391,102379,21
691,61106278791,102400,0
692,61106381193,102402,-2
693,61106483591,102398,2
694,61106586016,102425,-25
695,61106688405,102389,11
696,61106803994,115589,-13189
697,61106893191,89197,13203
706,61107302814,102418,-18
714,61107609991,102396,4
715,61107712391,102400,0
716,61107814791,102400,0
717,61107948899,134108,-31708
720,61108122009,102412,-12
723,61108326815,102424,-24
724,61108429244,102429,-29
725,61108531609,102365,35
726,61108634050,102441,-41
727,61108736595,102545,-145
739,61109453200,102405,-5
740,61109555591,102391,9
741,61109658083,102492,-92
746,61109862791,97479,4921
747,61109965210,102419,-19
748,61110067600,102390,10
749,61110170036,102436,-36
750,61110272391,102355,45
751,61110376798,104407,-2007
754,61110582410,58530,43870
755,61110688023,105613,-3213
756,61110784400,96377,6023
757,61110886791,102391,9
763,61111296391,102380,20
764,61111398817,102426,-26
765,61111501191,102374,26
766,61111603616,102425,-25
767,61111706014,102398,2
768,61111819958,113944,-11544
769,61111926923,106965,-4565
770,61112013191,86268,16132
771,61112115732,102541,-141
774,61112320395,102380,20
775,61112422791,102396,4
776,61112525204,102413,-13
777,61112627591,102387,13
778,61112729998,102407,-7
779,61112832396,102398,2
785,61113037192,102375,25
804,61113446808,102413,-13
808,61113651615,102408,-8
809,61113754007,102392,8
810,61113856391,102384,16
813,61114061191,102378,22
814,61114163591,102400,0
815,61114265993,102402,-2
816,61114368401,102408,-8
824,61114803722,128123,-25723
827,61114999932,116774,-14374
828,61115085199,85267,17133
829,61115187595,102396,4
834,61115496758,102908,-508
835,61115597945,101187,1213
836,61115732610,134665,-32265
837,61115801991,69381,33019
840,61116006791,102381,19
845,61116314015,100300,2100
846,61116416417,102402,-2
847,61116518791,102374,26
848,61116621209,102418,-18
852,61116934937,108941,-6541
853,61117030791,95854,6546
854,61117133559,102768,-368
855,61117235615,102056,344
856,61117337991,102376,24
857,61117440391,102400,0
858,61117542791,102400,0
861,61117849993,102394,6
862,61117952399,102406,-6
863,61118054791,102392,8
864,61118157201,102410,-10
865,61118259592,102391,9
866,61118361991,102399,1
867,61118464408,102417,-17
874,61118771599,102396,4
875,61118873993,102394,6
876,61118976575,102582,-182
877,61119078814,102239,161
878,61119181191,102377,23
879,61119283591,102400,0
880,61119385992,102401,-1
883,61119684331,193915,-91515
892,61119898002,102390,10
893,61120003129,105127,-2727
894,61120106191,103062,-662
895,61120205195,99004,3396
896,61120307611,102416,-16
897,61120409992,102381,19
898,61120515312,105320,-2920
902,61120717191,102400,0
903,61120819614,102423,-23
904,61120922006,102392,8
905,61121024408,102402,-2
906,61121126791,102383,17
907,61121229412,102621,-221
908,61121331591,102179,221
911,61121638791,102400,0
912,61121741213,102422,-22
913,61121843615,102402,-2
919,61122253197,102406,-6
920,61122355606,102409,-9
921,61122458014,102408,-8
922,61122560399,102385,15
923,61122662797,102398,2
924,61122765217,102420,-20
925,61122867610,102393,7
926,61122969991,102381,19
927,61123072391,102400,0
928,61123174810,102419,-19
929,61123277195,102385,15
930,61123379602,102407,-7
931,61123482017,102415,-15
934,61123686799,101905,495
935,61123789191,102392,8
936,61123891591,102400,0
937,61123994014,102423,-23
938,61124096393,102379,21
939,61124198811,102418,-18
940,61124301191,102380,20
941,61124403591,102400,0
942,61124506008,102417,-17
948,61124710792,102388,12
954,61124965012,151795,-49395
955,61125017999,52987,49413
958,61125222812,102409,-9
959,61125325207,102395,5
960,61125455097,129890,-27490
963,61125632391,102384,16
968,61125942523,105299,-2899
969,61126042283,99760,2640
981,61126553996,96298,6102
987,61126758791,102388,12
988,61126861207,102416,-16
989,61127005060,143853,-41453
995,61127373191,99641,2759
996,61127514419,141228,-38828
997,61127578067,63648,38752
998,61127680391,102324,76
999,61127782816,102425,-25
1008,61128296488,99382,3018
1009,61128397196,100708,1692
1010,61128517734,120538,-18138
1011,61128601997,84263,18137
1012,61128704413,102416,-16
1013,61128806814,102401,-1
1014,61128909191,102377,23
1015,61129011613,102422,-22
1016,61129114004,102391,9
1017,61129216404,102400,0
1018,61129318802,102398,2
1019,61129421202,102400,0
1020,61129523597,102395,5
1021,61129626010,102413,-13
1022,61129728393,102383,17
1023,61129830800,102407,-7
1026,61130035594,96141,6259
1027,61130137991,102397,3
1047,61130854816,102424,-24
1048,61130957217,102401,-1
1049,61131059615,102398,2
1054,61131369735,105343,-2943
1061,61131776410,102402,-2
1062,61131878811,102401,-1
1063,61131987352,108541,-6141
1068,61132289001,101971,429
1069,61132390795,101794,606
1070,61132493291,102496,-96
1073,61132723988,128377,-25977
1081,61133107592,94912,7488
1082,61133252451,144859,-42459
1083,61133312565,60114,42286
1084,61133414791,102226,174
1090,61133722015,100865,1535
1091,61133824400,102385,15
1092,61133968653,144253,-41853
1093,61134029191,60538,41862
1094,61134131606,102415,-15
1095,61134234281,102675,-275
1096,61134336391,102110,290
1097,61134541212,204821,-102421
1098,61134643597,102385,15
1099,61134746012,102415,-15
1100,61134848404,102392,8
1101,61134951214,102810,-410
1104,61135267007,111395,-8995
1105,61135360401,93394,9006
1106,61135462795,102394,6
1107,61135565191,102396,4
1108,61135667614,102423,-23
1109,61135780171,112557,-10157
1110,61135872395,92224,10176
1111,61135974797,102402,-2
1128,61136691591,102374,26
1129,61136794009,102418,-18
1130,61136903797,109788,-7388
1131,61136998791,94994,7406
1136,61137305995,102404,-4
1137,61137408417,102422,-22
1138,61137510804,102387,13
1144,61137715602,102403,-3
1152,61138227606,102407,-7
1153,61138348513,120907,-18507
1154,61138432412,83899,18501
1155,61138534798,102386,14
1156,61138637194,102396,4
1157,61138742368,105174,-2774
1158,61138842166,99798,2602
1159,61138944392,102226,174
1160,61139046801,102409,-9
1170,61139456413,71731,30669
1171,61139558814,102401,-1
1172,61139661191,102377,23
1173,61139763591,102400,0
1176,61139968394,101817,583
1182,61140378015,102424,-24
1185,61140685204,94829,7571
1186,61140835502,150298,-47898
1187,61140889999,54497,47903
1188,61140994371,104372,-1972
1189,61141094816,100445,1955
1190,61141197209,102393,7
1193,61141401991,102380,20
1194,61141504402,102411,-11
1195,61141610554,106152,-3752
1198,61141913991,99522,2878
1199,61142033762,119771,-17371
1200,61142125137,91375,11025
1201,61142221197,96060,6340
1215,61142733193,102394,6
1216,61142835591,102398,2
1219,61143040444,102436,-36
1220,61143142796,102352,48
1236,61143552406,102412,-12
1237,61143654797,102391,9
1238,61143757217,102420,-20
1241,61143961991,57366,45034
1242,61144066134,104143,-1743
1243,61144168958,102824,-424
1244,61144269202,100244,2156
1245,61144371599,102397,3
1246,61144514659,143060,-40660
1247,61144576414,61755,40645
1248,61144678791,102377,23
1249,61144781191,102400,0
1250,61144883591,102400,0
1257,61145190808,102412,-12
1258,61145293213,102405,-5
1259,61145395592,102379,21
1260,61145514668,119076,-16676
1261,61145600402,85734,16666
1262,61145702951,102549,-149
1263,61145805202,102251,149
1264,61145932466,127264,-24864
1265,61146009991,77525,24875
1268,61146214802,100535,1865
1269,61146317191,102389,11
1270,61146419591,102400,0
1271,61146521991,102400,0
1272,61146624410,102419,-19
1273,61146736030,111620,-9220
1274,61146834813,98783,3617
1275,61146931599,96786,5614
1276,61147033991,102392,8
1285,61147648413,102421,-21
1286,61147750791,102378,22
1287,61147853216,102425,-25
1288,61147955591,102375,25
1307,61148877198,92564,9836
1308,61148979596,102398,2
1309,61149082010,102414,-14
1312,61149286815,102173,227
1313,61149389213,102398,2
1314,61149492006,102793,-393
1318,61149696476,99188,3212
1319,61149798802,102326,74
1327,61150310806,102406,-6
1328,61150413191,102385,15
1329,61150515591,102400,0
1330,61150618018,102427,-27
1331,61150720413,102395,5
1332,61150829174,108761,-6361
1333,61150925212,96038,6362
1334,61151029356,104144,-1744
1339,61151337591,104083,-1683
1340,61151438956,101365,1035
1343,61151744427,102427,-27
1344,61151847735,103308,-908
1345,61151949198,101463,937
1346,61152053672,104474,-2074
1347,61152153991,100319,2081
1355,61152665997,92733,9667
1356,61152768405,102408,-8
1359,61152973199,102408,-8
1360,61153075608,102409,-9
1361,61153177991,102383,17
1362,61153305420,127429,-25029
1365,61153587591,71755,30645
1366,61153689991,102400,0
1367,61153792444,102453,-53
1370,61154003878,109087,-6687
1371,61154099605,95727,6673
1372,61154201992,102387,13
1373,61154304403,102411,-11
1374,61154409338,104935,-2535
1375,61154521058,111720,-9320
1376,61154611643,90585,11815
1377,61154714014,102371,29
1392,61155328407,102416,-16
1393,61155430791,102384,16
1397,61155635591,102386,14
1398,61155738013,102422,-22
1401,61156000983,160588,-58188
1404,61156147591,102401,-1
1405,61156249991,102400,0
1408,61156557209,102414,-14
1415,61156864391,101973,427
1418,61157071138,104331,-1931
1419,61157173560,102422,-22
1420,61157274006,100446,1954
1421,61157376394,102388,12
1422,61157486372,109978,-7578
1431,61157888405,101383,1017
1432,61157997100,108695,-6295
1433,61158093213,96113,6287
1434,61158195599,102386,14
1435,61158298140,102541,-141
1440,61158709380,104188,-1788
1451,61159424404,102412,-12
1452,61159526798,102394,6
1453,61159667316,140518,-38118
1454,61159731590,64274,38126
1457,61159936391,102389,11
1458,61160038791,102400,0
1459,61160141196,102405,-5
1460,61160243604,102408,-8
1461,61160346859,103255,-855
1462,61160448398,101539,861
1463,61160550821,102423,-23
1464,61160653212,102391,9
1465,61160755611,102399,1
1468,61160960400,74480,27920
1469,61161062804,102404,-4
1470,61161165193,102389,11
1471,61161267657,102464,-64
1472,61161370017,102360,40
1473,61161472403,102386,14
1485,61161881999,102393,7
1491,61162086791,102397,3
1492,61162189198,102407,-7
1495,61162393991,75673,26727
1499,61162603566,82286,20114
1500,61162701196,97630,4770
1503,61162908633,105032,-2632
1504,61163008391,99758,2642
1505,61163112295,103904,-1504
1506,61163213192,100897,1503
1507,61163315593,102401,-1
1517,61163725208,101165,1235
1518,61163827608,102400,0
1519,61163930001,102393,7
1520,61164039004,109003,-6603
1521,61164135019,96015,6385
1524,61164427183,187289,-84889
1525,61164442916,15733,86667
1526,61164544415,101499,901
1527,61164646940,102525,-125
1528,61164749191,102251,149
1529,61164851592,102401,-1
1538,61165263678,104886,-2486
1539,61165363615,99937,2463
1540,61165466000,102385,15
1541,61165568401,102401,-1
1542,61165670791,102390,10
1543,61165773191,102400,0
1544,61165875608,102417,-17
1545,61165977991,102383,17
1546,61166091694,113703,-11303
1547,61166182805,91111,11289
1548,61166286184,103379,-979
1551,61166592391,102400,0
1554,61166797192,100069,2331
1555,61166899591,102399,1
1556,61167001991,102400,0
1559,61167309191,102387,13
1567,61167616412,91752,10648
1568,61167718800,102388,12
1569,61167821201,102401,-1
1570,61167925902,104701,-2301
1571,61168025991,100089,2311
1572,61168128393,102402,-2
1573,61168230804,102411,-11
1574,61168333197,102393,7
1582,61168640391,91156,11244
1583,61168776645,136254,-33854
1586,61168947595,102404,-4
1589,61169152415,102419,-19
1590,61169254803,102388,12
1591,61169357203,102400,0
1592,61169562007,204804,-102404
1593,61169664395,102388,12
1594,61169773245,108850,-6450
1595,61169869194,95949,6451
1606,61170278810,102410,-10
1611,61170483606,102403,-3
1612,61170585991,102385,15
1624,61171000264,96963,5437
1625,61171098011,97747,4653
1626,61171206810,108799,-6399
1627,61171302791,95981,6419
1628,61171411603,108812,-6412
1629,61171507591,95988,6412
1630,61171610003,102412,-12
1636,61171917193,102005,395
1637,61172021906,104713,-2313
1638,61172125169,103263,-863
1639,61172226555,101386,1014
1640,61172326791,100236,2164
1646,61172633991,102384,16
1647,61172736415,102424,-24
1648,61172838801,102386,14
1649,61172941204,102403,-3
1650,61173043591,102387,13
1651,61173146000,102409,-9
1652,61173249340,103340,-940
1667,61173657990,102377,23
1668,61173760391,102401,-1
1669,61173863917,103526,-1126
1670,61173965195,101278,1122
1671,61174067605,102410,-10
1672,61174170007,102402,-2
1675,61174375145,102754,-354
1676,61174514777,139632,-37232
1677,61174622762,107985,-5585
1678,61174682005,59243,43157
1693,61175296390,102399,1
1694,61175398793,102403,-3
1699,61175721449,117857,-15457
1704,61176013191,102384,16
1705,61176115612,102421,-21
1706,61176219940,104328,-1928
1707,61176320391,100451,1949
1708,61176422791,102400,0
1709,61176525195,102404,-4
1714,61176733336,93198,9202
1715,61176832391,99055,3345
1716,61176934812,102421,-21
1717,61177039265,104453,-2053
1718,61177147874,108609,-6209
1719,61177243636,95762,6638
1720,61177344396,100760,1640
1721,61177446807,102411,-11
1722,61177549217,102410,-10
1723,61177651591,102374,26
1724,61177754005,102414,-14
1725,61177856455,102450,-50
1726,61177958791,102336,64
1727,61178061198,102407,-7
1728,61178163605,102407,-7
1729,61178267553,103948,-1548
1730,61178368398,100845,1555
1731,61178573191,204793,-102393
1732,61178675603,102412,-12
1735,61178880415,102420,-20
1740,61179292343,90899,11501
1741,61179425405,133062,-30662
1742,61179495310,69905,32495
1743,61179597208,101898,502
1744,61179714194,116986,-14586
1745,61179802004,87810,14590
1746,61179904395,102391,9
1747,61180006807,102412,-12
1748,61180126972,120165,-17765
1749,61180211612,84640,17760
1750,61180314760,103148,-748
1751,61180416413,101653,747
1752,61180518793,102380,20
1753,61180621197,102404,-4
1754,61180723609,102412,-12
1759,61181236982,103782,-1382
1760,61181338334,101352,1048
1761,61181440396,102062,338
1762,61181557874,117478,-15078
1763,61181645290,87416,14984
1769,61181849992,102388,12
1777,61182157195,102396,4
1778,61182266617,109422,-7022
1779,61182361991,95374,7026
1780,61182464410,102419,-19
1784,61182669212,102421,-21
1787,61182873991,87596,14804
1793,61183181191,102400,0
1799,61183520489,133973,-31573
1800,61183590791,70302,32098
1801,61183693207,102416,-16
1802,61183795602,102395,5
1803,61183898375,102773,-373
1808,61184207246,93621,8779
1809,61184307614,100368,2032
1810,61184410015,102401,-1
1811,61184539453,129438,-27038
1812,61184614799,75346,27054
1813,61184717191,102392,8
1819,61185053722,129738,-27338
1820,61185145498,91776,10624
1821,61185229205,83707,18693
1822,61185331607,102402,-2
1823,61185434005,102398,2
1826,61185741191,102381,19
1827,61185843591,102400,0
1828,61185947072,103481,-1081
1831,61186253195,99865,2535
1832,61186355615,102420,-20
1833,61186458119,102504,-104
1834,61186604981,146862,-44462
1835,61186662800,57819,44581
1836,61186765191,102391,9
1837,61186867607,102416,-16
1838,61186969991,102384,16
1839,61187081111,111120,-8720
1840,61187175362,94251,8149
1863,61188096416,102406,-6
1864,61188198791,102375,25
1867,61188403601,102406,-6
1868,61188506004,102403,-3
1869,61188608414,102410,-10
1870,61188710795,102381,19
1871,61188813211,102416,-16
1872,61188915598,102387,13
1878,61189120400,102407,-7
1879,61189222802,102402,-2
1880,61189325196,102394,6
1881,61189466706,141510,-39110
1882,61189529995,63289,39111
1883,61189632399,102404,-4
1887,61189837206,89763,12637
1888,61189939595,102389,11
1889,61190041997,102402,-2
1890,61190144407,102410,-10
1891,61190246796,102389,11
1892,61190349209,102413,-13
1896,61190554058,93263,9137
1897,61190656413,102355,45
1898,61190758791,102378,22
1899,61190861196,102405,-5
1900,61190963942,102746,-346
1901,61191065996,102054,346
1902,61191168412,102416,-16
1903,61191270816,102404,-4
1904,61191373191,102375,25
1905,61191476774,103583,-1183
1906,61191578041,101267,1133
1907,61191680402,102361,39
1908,61191782791,102389,11
1909,61191885191,102400,0
1912,61192192412,102409,-9
1915,61192397191,98905,3495
1918,61192707123,103922,-1522
1934,61193318804,102390,10
1942,61193728391,102399,1
1945,61193933191,102387,13
1946,61194035607,102416,-16
1947,61194137998,102391,9
1953,61194342798,102394,6
1962,61194752414,102416,-16
1963,61194877273,124859,-22459
1964,61194957976,80703,21697
1965,61195059602,101626,774
1970,61195369512,102609,-209
1971,61195469203,99691,2709
1972,61195571608,102405,-5
1973,61195674004,102396,4
1974,61195776399,102395,5
1983,61196288410,102413,-13
