time_interval_authentication (us),time_interval_association (us),time_interval_eapol_first (us),time_interval_eapol_second (us)
47161.57913208008,33903.12194824219,122430.32455444336,152952.6710510254
29253.95965576172,50551.8913269043,109643.93615722656,167405.6053161621
26104.450225830078,40538.31100463867,105834.0072631836,138597.4884033203
33121.10900878906,59745.31173706055,113208.29391479492,151534.0805053711
29485.225677490234,31549.930572509766,109760.76126098633,152890.68222045898
70521.83151245117,39129.25720214844,108222.96142578125,144519.80590820312
49865.2458190918,46436.78665161133,108571.05255126953,159838.19961547852
28450.489044189453,48973.56033325195,107827.18658447266,147135.25772094727
35340.78598022461,54714.67971801758,94480.51452636719,152919.29244995117
28979.778289794922,59654.71267700195,87022.78137207031,153715.6105041504
27034.282684326172,112073.42147827148,54407.11975097656,144770.14541625977
27770.99609375,40042.40036010742,111091.13693237305,1212611.198425293
40025.71105957031,46393.87130737305,106270.31326293945,153193.47381591797
6109428.405761719,45416.35513305664,109343.5287475586,146393.7759399414
29618.74008178711,52931.30874633789,107655.52520751953,149729.25186157227
23117.0654296875,42552.947998046875,106670.85647583008,145156.3835144043
41954.51736450195,41413.307189941406,110688.2095336914,142841.33911132812
39958.953857421875,57742.59567260742,135459.89990234375,138499.73678588867
26915.07339477539,57036.8766784668,95250.60653686523,149319.17190551758
45421.12350463867,37314.89181518555,159645.08056640625,159828.66287231445
23629.66537475586,31573.772430419922,108084.67864990234,167891.9792175293
28560.161590576172,33462.0475769043,111780.16662597656,141804.21829223633
20165.443420410156,43249.13024902344,107367.03872680664,148036.47994995117
35767.555236816406,37138.46206665039,110027.79006958008,147817.13485717773
31802.654266357422,53064.823150634766,105521.67892456055,150990.48614501953
30713.08135986328,28629.302978515625,105245.11337280273,160746.57440185547
30388.832092285156,54008.96072387695,103902.81677246094,154926.77688598633
29458.999633789062,28293.132781982422,109529.49523925781,152380.46646118164
22230.148315429688,33872.127532958984,112895.96557617188,140190.12451171875
62446.59423828125,36838.05465698242,104115.00930786133,155577.6596069336
24185.1806640625,32286.643981933594,105934.14306640625,141565.79971313477
21922.588348388672,33452.510833740234,106194.01931762695,138807.2967529297
21002.29263305664,45645.23696899414,108404.15954589844,144882.2021484375
35917.75894165039,42629.241943359375,174050.33111572266,152370.92971801758
22580.623626708984,50139.427185058594,89116.09649658203,149846.07696533203
57246.68502807617,40040.016174316406,100080.96694946289,142021.17919921875
43823.7190246582,36301.612854003906,113141.53671264648,150904.65545654297
34449.100494384766,77636.2419128418,90348.72055053711,144615.17333984375
29270.648956298828,31855.106353759766,109252.9296875,180149.07836914062
46489.23873901367,64654.35028076172,113353.72924804688,143957.13806152344
30090.808868408203,41010.379791259766,108692.64602661133,184159.2788696289
22335.052490234375,47757.625579833984,113239.28833007812,145940.78063964844
23863.31558227539,31704.90264892578,105133.056640625,140366.5542602539
24368.762969970703,43108.463287353516,105721.95053100586,151009.55963134766
28913.021087646484,36695.003509521484,97861.28997802734,156540.8706665039
36375.52261352539,42603.0158996582,103931.42700195312,142588.61541748047
31580.92498779297,47173.500061035156,113115.31066894531,139560.69946289062
23977.75650024414,45356.75048828125,110347.27096557617,138719.0818786621
50132.27462768555,41954.51736450195,106101.03607177734,148842.33474731445
29201.507568359375,53668.02215576172,105473.99520874023,138857.36465454102
24278.16390991211,52528.38134765625,100400.44784545898,141439.43786621094
25944.70977783203,49920.082092285156,103650.09307861328,156216.62139892578
28276.443481445312,30646.324157714844,190217.4949645996,156590.93856811523
28600.692749023438,74989.79568481445,65195.560455322266,142610.0730895996
16269.683837890625,57971.47750854492,114281.17752075195,143024.92141723633
22988.319396972656,31149.38735961914,106141.56723022461,148375.0343322754
23324.48959350586,84197.5212097168,72002.41088867188,162661.07559204102
22187.232971191406,30286.312103271484,105016.23153686523,149331.09283447266
18177.032470703125,30019.283294677734,112631.32095336914,145356.6551208496
51631.927490234375,32742.023468017578,114502.9067993164,187804.6989440918
31700.13427734375,27470.58868408203,99606.51397705078,138552.18887329102
30696.392059326172,37078.857421875,112552.64282226562,143108.36791992188
29647.350311279297,50957.20291137695,128395.55740356445,150351.52435302734
66154.00314331055,50799.84664916992,114357.47146606445,142099.85733032227
24969.57778930664,46343.80340576172,110228.06167602539,151426.7921447754
31552.31475830078,38909.912109375,130124.09210205078,136830.80673217773
17216.205596923828,42972.564697265625,102250.57601928711,152542.5910949707
31127.9296875,50258.636474609375,129349.2317199707,146682.2624206543
27844.905853271484,34809.112548828125,110650.06256103516,159566.40243530273
23412.704467773438,51558.01773071289,109522.34268188477,139491.55807495117
21946.430206298828,29180.049896240234,98588.46664428711,148098.46878051758
27866.363525390625,36511.42120361328,112566.94793701172,163655.28106689453
18923.282623291016,29156.208038330078,107247.82943725586,187599.65896606445
26242.733001708984,48110.4850769043,102109.90905761719,157411.0984802246
23579.59747314453,57537.55569458008,113716.12548828125,148212.90969848633
30291.080474853516,1181252.0027160645,115017.89093017578,151877.40325927734
26211.73858642578,26581.287384033203,99029.541015625,137350.55923461914
11260.509490966797,55801.8684387207,90854.16793823242,156078.33862304688
19378.662109375,82111.35864257812,59263.70620727539,153961.181640625
21083.354949951172,41968.82247924805,1253998.2795715332,151412.4870300293
33118.72482299805,48549.17526245117,108203.88793945312,137567.52014160156
20418.167114257812,61309.3376159668,130631.92367553711,175826.5495300293
27449.13101196289,33736.228942871094,108997.82180786133,154640.67459106445
23612.97607421875,36523.34213256836,125298.50006103516,174441.33758544922
23009.777069091797,29728.412628173828,114693.64166259766,142838.9549255371
21309.852600097656,47402.381896972656,95160.00747680664,136964.3211364746
23319.721221923828,58233.73794555664,101554.39376831055,188376.90353393555
26261.80648803711,41239.261627197266,108916.7594909668,164425.37307739258
31723.976135253906,48639.774322509766,1133768.5585021973,146906.37588500977
28591.156005859375,36587.71514892578,109751.22451782227,169177.05535888672
22737.979888916016,30179.02374267578,101990.6997680664,147702.69393920898
54.836273193359375,48077.10647583008,107159.61456298828,145237.44583129883
26099.681854248047,29881.000518798828,104517.93670654297,166630.74493408203
22895.336151123047,51681.9953918457,105190.27709960938,156641.00646972656
29687.881469726562,31335.35385131836,113573.07434082031,144436.35940551758
34439.5637512207,70850.84915161133,103793.14422607422,146675.10986328125
53784.847259521484,52804.94689941406,107080.93643188477,152420.9976196289
35638.80920410156,49366.95098876953,115432.7392578125,140640.7356262207
79810.61935424805,69577.69393920898,89404.58297729492,142660.14099121094
26221.275329589844,66707.13424682617,113244.05670166016,140457.1533203125
28238.296508789062,42903.42330932617,113685.13107299805,142750.74005126953
46730.04150390625,54879.188537597656,93855.8578491211,145854.94995117188
28958.32061767578,40261.74545288086,216920.3758239746,219342.70858764648
21233.558654785156,48911.57150268555,104308.1283569336,141773.22387695312
29647.350311279297,34151.07727050781,108883.38088989258,145540.2374267578
21843.910217285156,41501.522064208984,96924.3049621582,192022.32360839844
26228.42788696289,32327.17514038086,113782.88269042969,165290.83251953125
27031.898498535156,50563.812255859375,115883.35037231445,142598.15216064453
24957.656860351562,39947.0329284668,108850.00228881836,158443.45092773438
25973.32000732422,41434.76486206055,115745.06759643555,159111.02294921875
50632.95364379883,45938.49182128906,113742.35153198242,141296.38671875
38053.98941040039,58739.18533325195,108942.98553466797,154466.6290283203
30446.05255126953,49364.566802978516,108537.67395019531,156395.43533325195
20678.043365478516,30877.59017944336,97904.20532226562,133512.02011108398
22804.737091064453,49142.83752441406,148284.4352722168,197734.83276367188
26576.519012451172,30350.685119628906,108692.64602661133,145545.00579833984
24573.802947998047,93691.34902954102,83701.61056518555,150701.99966430664
20806.78939819336,24392.60482788086,106489.65835571289,139904.02221679688
29160.97640991211,48682.68966674805,101861.95373535156,149815.08255004883
27289.390563964844,33996.1051940918,106987.95318603516,148348.80828857422
22950.172424316406,51467.4186706543,111227.03552246094,150463.58108520508
28929.710388183594,48942.56591796875,111651.42059326172,139274.59716796875
19898.414611816406,46005.2490234375,106141.56723022461,177674.2935180664
43680.667877197266,31614.303588867188,107717.51403808594,155992.5079345703
24943.35174560547,56107.0442199707,520837.30697631836,182077.88467407227
30543.804168701172,49450.39749145508,109260.08224487305,203230.3810119629
43153.76281738281,33402.442932128906,117077.82745361328,148689.74685668945
18901.824951171875,39784.908294677734,99942.68417358398,136632.91931152344
37405.49087524414,87072.84927368164,99155.90286254883,149514.67514038086
33974.647521972656,59294.700622558594,88028.9077758789,141808.98666381836
20649.433135986328,45855.045318603516,103113.65127563477,142397.88055419922
28498.172760009766,35700.79803466797,106661.31973266602,155103.20663452148
25858.87908935547,34530.1628112793,106439.59045410156,161044.59762573242
28507.709503173828,27434.825897216797,110037.32681274414,188994.4076538086
28457.6416015625,52349.56741333008,92892.64678955078,142517.08984375
27499.19891357422,49219.13146972656,88150.5012512207,157303.8101196289
33318.99642944336,42822.36099243164,102770.32852172852,155105.5908203125
20031.92901611328,56707.85903930664,112893.58139038086,138878.82232666016
23152.828216552734,54864.88342285156,90861.32049560547,138092.041015625
29907.2265625,66673.75564575195,73711.87210083008,153899.1928100586
63872.337341308594,42431.35452270508,151116.84799194336,154426.09786987305
28192.996978759766,30622.482299804688,97754.00161743164,190865.99349975586
30229.09164428711,25873.184204101562,107870.10192871094,139799.1180419922
38793.087005615234,36265.85006713867,109829.90264892578,171463.4895324707
33166.40853881836,36039.35241699219,111873.14987182617,144233.70361328125
49016.475677490234,32989.9787902832,109460.35385131836,175695.41931152344
32217.50259399414,44231.414794921875,124142.16995239258,141639.70947265625
31478.404998779297,33469.200134277344,107753.27682495117,148589.6110534668
29275.41732788086,58181.2858581543,70810.31799316406,164270.40100097656
22788.047790527344,70800.78125,111427.30712890625,144171.71478271484
23508.071899414062,47910.213470458984,232446.19369506836,154480.9341430664
24101.734161376953,30770.301818847656,107893.9437866211,153453.35006713867
36900.04348754883,44207.57293701172,112183.0940246582,143110.7521057129
12853.145599365234,43294.429779052734,109546.18453979492,162878.03649902344
50714.01596069336,50008.296966552734,111861.2289428711,147147.17864990234
30491.352081298828,44569.969177246094,113289.35623168945,142397.88055419922
20160.675048828125,34847.259521484375,109434.12780761719,149147.51052856445
29404.163360595703,34680.36651611328,135385.99014282227,156664.84832763672
30865.66925048828,34513.47351074219,107262.13455200195,152368.54553222656
36034.584045410156,49948.692321777344,101954.93698120117,137958.52661132812
39217.472076416016,48370.361328125,109355.44967651367,155208.11080932617
12481.212615966797,51822.662353515625,110409.25979614258,149595.7374572754
34949.77951049805,53529.73937988281,96552.37197875977,139603.6148071289
21772.384643554688,40826.79748535156,105543.13659667969,143351.55487060547
39513.11111450195,56242.942810058594,94685.55450439453,161194.8013305664
33161.64016723633,40411.949157714844,114700.7942199707,142476.55868530273
22003.650665283203,43044.090270996094,102775.09689331055,155375.00381469727
31454.56314086914,81036.09085083008,114741.32537841797,152149.20043945312
31535.625457763672,56648.25439453125,106928.34854125977,148527.6222229004
22380.352020263672,54173.46954345703,120208.2633972168,154449.9397277832
30493.736267089844,39198.39859008789,104587.07809448242,161259.17434692383
25517.940521240234,89657.30667114258,62766.075134277344,172359.94338989258
