seq_num, beacon_timestamp, beacon_interval (us), timestamp_deviation (us)
3954,119185920387,102400,0
3955,119186022787,102400,0
3956,119186125187,102400,0
3957,119186227587,102400,0
3958,119186329987,102400,0
3959,119186432387,102400,0
3960,119186534787,102400,0
3961,119186637187,102400,0
3962,119186739587,102400,0
3963,119186841987,102400,0
3964,119186944387,102400,0
3965,119187046787,102400,0
3966,119187149187,102400,0
3967,119187251587,102400,0
3968,119187353987,102400,0
3969,119187456387,102400,0
3970,119187558787,102400,0
3971,119187661187,102400,0
3972,119187763587,102400,0
3973,119187865987,102400,0
3974,119187968387,102400,0
3975,119188070787,102400,0
3976,119188173187,102400,0
3977,119188275587,102400,0
3978,119188377987,102400,0
3979,119188480387,102400,0
3980,119188582787,102400,0
3981,119188685187,102400,0
3982,119188787587,102400,0
3983,119188889995,102408,-8
3984,119188992387,102392,8
3985,119189094787,102400,0
3986,119189197187,102400,0
3987,119189299587,102400,0
3988,119189401987,102400,0
3989,119189504387,102400,0
3990,119189606787,102400,0
3991,119189709187,102400,0
3992,119189811587,102400,0
3993,119189913987,102400,0
3994,119190016387,102400,0
3995,119190118787,102400,0
3996,119190221187,102400,0
3997,119190323587,102400,0
3998,119190425987,102400,0
3999,119190528387,102400,0
4000,119190630787,102400,0
4001,119190733187,102400,0
4002,119190835587,102400,0
4003,119190937987,102400,0
4004,119191040387,102400,0
4005,119191142787,102400,0
4006,119191245187,102400,0
4007,119191347587,102400,0
4008,119191449987,102400,0
4009,119191552387,102400,0
4010,119191654787,102400,0
4011,119191757187,102400,0
4012,119191859587,102400,0
4013,119191961987,102400,0
4014,119192064387,102400,0
4015,119192166787,102400,0
4016,119192269187,102400,0
4017,119192371587,102400,0
4018,119192473987,102400,0
4019,119192576387,102400,0
4020,119192678787,102400,0
4021,119192781187,102400,0
4022,119192883587,102400,0
4023,119192985987,102400,0
4024,119193088387,102400,0
4025,119193190787,102400,0
4026,119193293187,102400,0
4027,119193395587,102400,0
4028,119193497987,102400,0
4029,119193600388,102401,-1
4030,119193702787,102399,1
4031,119193805187,102400,0
4032,119193907587,102400,0
4033,119194009987,102400,0
4034,119194112387,102400,0
4035,119194214787,102400,0
4036,119194317187,102400,0
4037,119194419587,102400,0
4038,119194521987,102400,0
4039,119194624387,102400,0
4040,119194726787,102400,0
4041,119194829187,102400,0
4042,119194931587,102400,0
4043,119195033987,102400,0
4044,119195136387,102400,0
4045,119195238787,102400,0
4046,119195341187,102400,0
4047,119195443587,102400,0
4048,119195545987,102400,0
4049,119195648528,102541,-141
4050,119195750787,102259,141
4051,119195853187,102400,0
4052,119195955587,102400,0
4053,119196057987,102400,0
4054,119196160387,102400,0
4055,119196262787,102400,0
4056,119196365187,102400,0
4057,119196467587,102400,0
4058,119196569987,102400,0
4059,119196672387,102400,0
4060,119196774787,102400,0
4061,119196877187,102400,0
4062,119196979587,102400,0
4063,119197081987,102400,0
4064,119197184387,102400,0
4065,119197286787,102400,0
4066,119197389187,102400,0
4067,119197491587,102400,0
4068,119197593987,102400,0
4071,119197901187,102400,0
4076,119198413187,102400,0
4077,119198515587,102400,0
4078,119198617987,102400,0
4079,119198720387,102400,0
4080,119198822787,102400,0
4081,119198925187,102400,0
4082,119199027587,102400,0
4083,119199129987,102400,0
4084,119199232387,102400,0
4085,119199334787,102400,0
4088,119199641987,102400,0
4089,119199744387,102400,0
4090,119199846787,102400,0
4091,119199949187,102400,0
4092,119200051587,102400,0
4093,119200153987,102400,0
4094,119200256387,102400,0
4095,119200358787,102400,0
257,119200563587,102400,0
258,119200665987,102400,0
259,119200768387,102400,0
260,119200870787,102400,0
261,119200973187,102400,0
262,119201075587,102400,0
263,119201177987,102400,0
264,119201281048,103061,-661
265,119201382787,101739,661
266,119201485187,102400,0
267,119201587587,102400,0
268,119201689987,102400,0
269,119201792387,102400,0
270,119201894787,102400,0
271,119201997187,102400,0
272,119202099587,102400,0
273,119202201987,102400,0
274,119202304387,102400,0
275,119202406787,102400,0
276,119202509187,102400,0
277,119202611587,102400,0
278,119202713987,102400,0
279,119202816387,102400,0
280,119202918787,102400,0
281,119203021187,102400,0
282,119203123587,102400,0
283,119203226011,102424,-24
284,119203328387,102376,24
285,119203430787,102400,0
286,119203533187,102400,0
287,119203635587,102400,0
288,119203737987,102400,0
289,119203840387,102400,0
290,119203942787,102400,0
291,119204045187,102400,0
292,119204147587,102400,0
293,119204249987,102400,0
294,119204352387,102400,0
295,119204454787,102400,0
296,119204557187,102400,0
297,119204659587,102400,0
298,119204762138,102551,-151
299,119204864387,102249,151
300,119204966787,102400,0
301,119205069187,102400,0
302,119205171587,102400,0
303,119205273987,102400,0
304,119205376387,102400,0
305,119205478787,102400,0
306,119205581187,102400,0
307,119205685898,104711,-2311
308,119205785987,100089,2311
309,119205888387,102400,0
310,119205990787,102400,0
311,119206093187,102400,0
312,119206195587,102400,0
316,119206502794,102407,-7
317,119206605187,102393,7
318,119206707587,102400,0
319,119206809987,102400,0
320,119206912387,102400,0
321,119207014789,102402,-2
322,119207117187,102398,2
323,119207219587,102400,0
326,119207526787,102400,0
327,119207629187,102400,0
328,119207731587,102400,0
329,119207833987,102400,0
330,119207936387,102400,0
331,119208038787,102400,0
332,119208141187,102400,0
333,119208243587,102400,0
334,119208345987,102400,0
335,119208448387,102400,0
336,119208550787,102400,0
337,119208653187,102400,0
338,119208755587,102400,0
