# mean, standard deviation, skew, min, max
102431 318 4 101329 104906
102447 551 4 100411 106673
102333 539 -4 98818 104020
102378 413 -1 99800 104881
102458 618 6 100236 107788
102392 1482 0 94016 110784
102380 593 0 99365 104729
102405 634 0 99090 105710
102389 863 0 97843 106957
102362 278 -4 100305 103025
102413 498 0 98987 105813
102388 528 0 99129 105735
102399 591 0 99287 105513
102401 417 0 99476 105324
102414 500 3 99555 106391
102474 650 1 98838 105962
102369 1002 -2 96007 106566
102405 929 0 97060 107727
102486 959 2 97516 108862
102399 216 0 100957 103843
102324 726 -5 96251 104642
102462 820 1 99825 106695
102385 383 0 100007 104790
102407 449 0 99334 105449
102392 774 0 98081 106719
102336 1794 0 97798 107002
102361 2544 0 91258 113542
102432 1186 0 98364 106235
102425 540 1 99919 105227
102422 916 1 98572 107447
102400 600 0 98528 106270
102424 1094 0 97755 107452
102463 1176 0 95368 109390
102390 1024 0 97951 107226
102343 2280 0 91921 112989
102312 2089 0 94178 111144
102462 1614 0 96986 107814
102391 1769 0 97093 107628
102446 1973 0 97362 108071
102416 1945 0 97093 108548
102289 1795 0 95982 109137
102441 1672 0 95987 108956
102339 977 -1 96820 106396
102475 787 2 98945 107028
102336 838 0 99410 106705
102447 1251 -1 94172 107311
102255 2317 -1 90036 107362
102407 1373 0 95727 109073
102359 1257 0 97044 107756
102441 858 0 97902 106139
102346 1455 0 95024 109061
102443 1398 0 97219 107004
102568 598 2 101518 105158
102392 1392 0 96962 108866
102354 1407 0 97453 106789
102480 1892 0 92897 111903
102341 1452 0 97245 107591
102244 1856 0 95635 111030
102417 4488 0 79721 125012
102468 1029 1 98232 106722
102386 3480 0 93132 116607
102385 2521 0 96352 112551
102393 1072 0 97189 106081
102246 2840 0 85466 117392
102429 881 1 98849 107329
102407 798 0 98877 105059
102356 1090 0 97916 107456
102397 1019 0 97879 107074
102401 578 0 98685 106027
102404 1307 0 95863 110400
102417 815 0 97154 107646
102346 2327 0 97526 109169
102400 1082 0 98068 107525
102435 1130 1 99272 107110
102340 1607 0 97168 107410
102363 1360 0 94437 110100
102405 957 0 97995 105640
102576 1681 0 97182 108521
102434 1258 0 98495 106752
102365 1183 0 98622 106872
102398 3260 1 93085 119253
102407 1066 0 97446 107236
102400 1097 0 97732 106352
102399 1610 0 96540 109185
102393 1210 0 98262 107274
102453 1489 0 97276 107227
102344 2218 0 93939 110861
102471 1860 0 94403 109435
102464 1210 0 97061 107739
102342 1124 0 98287 106408
102586 2191 0 96721 107894
102335 1959 0 94823 109977
102387 547 0 100060 104623
102362 531 0 99255 105530
102281 978 0 97526 106163
102439 1312 0 96334 109722
102405 1136 0 96902 106577
102411 721 1 99572 107055
102414 1321 0 94603 110199
102365 1642 0 93940 108727
102426 1237 0 98047 106753
102381 911 0 98961 106875
102366 1537 0 96265 109793
102362 2535 0 92072 109881
102391 1857 0 92191 112511
102418 835 0 99103 105302
102356 1280 0 96193 108593
102319 666 -3 98267 105433
102368 1250 0 98813 106601
102287 683 -3 97953 104876
102371 1172 0 96537 107070
102391 843 -2 96127 106321
102421 1526 0 94517 110283
102484 1270 0 96733 108061
102415 1307 0 96923 107877
102372 1665 0 97011 107897
102388 1173 0 97249 107551
102350 1330 0 95397 109403
102421 1060 1 97868 107070
102505 1361 1 98330 109201
102393 1593 0 98099 106669
102319 986 0 98252 106245
102325 667 -3 98524 104848
102378 761 0 98971 105874
102342 1390 0 94581 110659
102341 696 -1 99498 105294
102424 596 0 99599 105201
102400 738 0 97644 107156
102440 545 0 100242 104572
102377 1088 0 97394 107406
102346 2448 0 97283 111409
102432 525 5 101007 105988
102351 1225 1 97964 109639
102452 1313 -1 97445 105818
102435 1469 0 93345 111455
102399 423 0 100477 104323
102352 1205 0 96932 107868
102383 1324 -1 92650 110713
102400 1354 0 95003 109797
102375 391 -7 98786 103576
102465 1118 1 97397 107403
102510 1583 0 97220 107353
102403 1390 0 96881 107910
102474 1165 0 96765 108035
102419 1480 0 94404 109694
102400 445 0 100096 105034
102438 1461 0 94238 110562
102406 678 1 98811 106711
102397 493 0 98952 105848
102373 1356 0 95270 109530
102421 837 0 96691 108109
102225 1397 -1 97301 105847
102450 1870 0 97954 107409
102428 501 5 100628 106496
102319 1217 -1 97845 106201
102417 1414 0 94513 110287
102399 473 -1 99163 105190
102444 1357 0 94542 110258
102400 1182 0 94349 110451
102310 1378 0 93823 110977
102370 578 0 98772 106025
102437 801 1 98552 106962
102433 1468 0 93921 110879
102324 1307 0 94089 110711
102421 913 0 96712 108088
102405 737 0 99147 106152
102347 663 0 99342 105421
102393 1388 1 94172 111946
102412 452 0 99576 105059
102386 155 -6 101028 102925
102311 1357 0 95314 109486
102419 175 1 101461 103339
102366 1001 0 96121 108679
102403 672 1 98813 106178
102454 1374 0 96276 108524
102393 593 0 99064 105233
102387 1178 -3 93047 108550
102416 857 0 98638 106162
102400 664 0 99034 105766
102412 1021 0 98133 106667
102400 1036 0 97523 106023
102403 783 -1 98069 106429
102416 1035 0 97589 106844
102363 1070 0 97316 106473
102400 976 0 98710 105724
102400 1229 0 96021 108779
102396 938 -1 97705 106228
102400 445 0 99769 105070
102400 710 1 99462 106350
102396 586 0 99757 105168
102428 1745 0 93393 111407
102420 1470 0 97384 107416
102420 1413 0 94509 110291
102396 906 0 98077 106727
102408 880 0 98417 106273
102415 1075 0 97887 106913
102407 1084 0 96966 107834
102420 1201 0 94113 110687
102425 513 7 100874 107206
102460 1159 0 98191 107460
102374 1415 0 96560 108240
102396 800 0 98438 105950
102478 1601 0 97455 108453
102477 1208 0 97990 106810
102467 2391 0 90413 114387
102382 4553 0 83810 120990
102406 2633 0 90415 113996
102445 2460 5 93843 122829
102363 1837 0 96311 108489
102352 1177 -3 94114 107662
102342 2265 0 88623 116177
102371 627 0 98525 106275
102411 773 2 99565 107071
102433 256 7 101911 104782
102419 562 1 99264 105536
102365 1300 0 98233 107129
102306 758 -3 98213 104897
102351 1466 0 97506 108069
102467 1456 0 97144 107493
102406 752 0 98547 106974
102400 400 0 99571 105229
102392 1030 0 97873 106927
102400 553 0 99371 104919
102348 1455 0 98334 106942
102399 1277 0 95701 109099
102416 1346 0 94001 110799
102387 1551 0 96768 108032
102378 2285 0 94315 110485
102365 1850 0 92103 112682
102400 485 -1 99620 104529
102366 1343 0 97398 107221
102400 826 0 98800 106000
102529 1522 1 98818 108522
102514 1299 5 98253 113490
102410 729 0 98379 105649
102426 2068 0 92307 112493
102418 1475 0 96189 109095
102413 804 -2 97236 105764
102411 1259 0 97988 107322
102384 1291 0 97323 107180
102375 780 0 97278 107522
